Date,Solde budgétaire,Total dépenses nettes du budget général,Dotation des pouvoirs publics,Dépenses de personnel,Dépenses de fonctionnement,Charges de la dette de l’Etat,Dépenses d’investissement,Dépenses d’intervention,Dépenses d’opérations financières,Total prélèvements sur recettes,PSR au profit des collectivités territoriales,PSR au profit de l'Union européenne,Total recettes nettes du budget général,Total recettes fiscales,Impôt sur le revenu,Impôt sur les sociétés,Taxe intérieure de consommation sur les produits énergétiques,Taxe sur la valeur ajoutée,Autres recettes fiscales,Total recettes non fiscales,Solde des comptes spéciaux,CCF Avances aux collectivités territoriales,Solde des Budgets annexes,Remboursements et dégrèvements d'impôts d'Etat,Remboursements et dégrèvements d'impôts locaux,Fonds de concours et attribution de produits
31/10/2023,-177705680921.63,376535272855.43,1076534706.0,119284018260.02,64146764133.55,51149329324.08,15021671099.92,123523893462.53,2333061869.33,58346030187.2,37829972931.69,20516057255.51,264700495536.45,254366219964.68,62764905080.74,38710743924.19,13591861041.26,80780960914.96,58517749003.53,10334275571.77,-13125978682.1,-4062561800.32999,0.0,120295494851.46,4126503661.23,5601105266.65
30/11/2023,-197965344734.76,409286649562.94,1076534706.0,132141258014.49,69529161818.24,51337962784.0,16592687379.7,136014006546.09,2595038314.42,63933952429.12,41370092610.94,22563859818.18,290926140224.39,279985925944.22,75539313184.46,38341411521.56,14789063262.27,88953430413.37,62362707562.56,10940214280.17,-21872256203.26,-8118627876.28,0.0,129290596081.79,4758503827.26,6201373236.17
31/12/2023,-172972201009.24,454565410321.53,1076534706.0,144807466918.3,74178840633.54,54779687103.46,18696311247.06,158314775103.62,2711794609.55,68127153343.93,44254013487.01,23873139856.92,348041812495.34,322902945657.16,88589440367.92,56825361111.09,16803546915.52,95187677890.46,65496919372.1701,25138866838.18,-5101014662.09,-3604117760.31,287873420.66,137321974393.28,5123083370.69,6491691402.31
31/01/2024,-25741980707.95,38478138103.21,1137842143.0,13194152128.03,9433993489.54,560922977.22,2764903952.52,11272176894.87,114146518.03,4958904126.35,3194308679.1,1764595447.25,20531699560.48,20005628243.02,2336576487.63,511299331.9,990060566.2,12026383460.27,4141308397.02,526071317.46,-3137388679.56,-3448881137.21,0.0,15015265081.54,743521325.52,300750640.69
29/02/2024,-44031786980.67,65145897875.51,1137842150.54,25766347131.18,12950144644.81,2119647948.24,3728175187.98,19271163622.05,172577190.71,9953238289.84,6261919889.49,3691318400.35,39640055237.78,38550205085.06,10375327496.81,141976512.47,2291792129.69,18536303669.18,7204805276.91,1089850152.72,-9092689674.33,-7128206660.44,0.0,24201701567.89,1110500714.03,519983621.23
31/03/2024,-52782010050.59,98047744851.71,1137842150.54,38618316824.33,18162610782.22,4753617432.48,5234310783.47,29875718669.3,265328209.37,14736444454.47,9339942001.54,5396502452.93,71456858666.11,69612829251.18,17741850538.9,12820122112.17,3652862133.28,24749452850.46,10648541616.37,1844029414.93,-12596004942.1,-10864372815.82,0.0,32810811854.73,1428440644.28,1141325531.58
24/04/2024,-91559946886.55,134224843320.67,1137842150.54,44625672759.15,28944964126.23,5146828867.86,7194485057.67,46315281481.14,859768878.08,19290630255.49,12312134202.41,6978496053.08,72883673245.54,69796662856.89,25920114314.8,12294135847.47,4751311222.34,13148554086.14,13682547386.14,3087010388.65,-12444312324.69,-15743399158.5,0.0,39483461150.41,1620439263.26,1516165768.76
31/05/2024,-113494645000.18,197637025629.88,1137842150.54,64174349620.68,37674510090.34,26308342676.86,8902835991.2,58320689395.46,1118455704.8,24116894539.82,15556404886.59,8560489653.23,126098846742.45,120531068948.09,34797210879.83,16544187554.76,6165211632.95,42850128256.39,20174330624.16,5567777794.36,-21317782655.56,-18981538196.16,0.0,57422030759.38,2024215217.53,3478211082.63
30/06/2024,-103469977978.43,230570239876.02,1137842148.1,76807071559.56,42330931102.63,27544463618.71,10237087153.49,71268571603.12,1244272690.41,33080170698.94,22301806402.02,10778364296.92,171341765437.1,156319931885.3,42458015734.05,28138401965.08,7714938393.58,49070070403.07,28938505389.52,15021833551.8,-14897185071.83,-18633565057.84,0.0,71617744923.6,2391336876.71,3735852231.26
31/07/2024,-156907149706.5,276795017615.45,1137842148.1,89605782627.59,53396753208.94,34854011245.15,12887330713.2,83507096882.97,1406200789.5,39692783724.73,27098110946.81,12594672777.92,182642953765.83,166236086340.0,37063939541.2,26540994355.41,8899822396.48,57809387441.18,35921942605.73,16406867425.83,-27300797139.5,-23888747325.77,0.0,98852631418.61,2706921737.24,4238495007.35
31/08/2024,-171906192788.21,304109418536.75,1137842143.0,102105688178.3,56788314715.95,35250650194.48,14217040954.89,93136806820.95,1473075529.18,46044318629.66,31633337370.74,14410981258.92,205191197088.8,187817980172.55,43800699545.54,25979884076.43,10468286619.1,67364949060.91,40204160870.57,17373216916.25,-31852239722.93,-28156358152.36,0.0,106260171447.56,3063785198.96,4908587012.33
30/09/2024,-173783428600.62,335893455484.46,1137842143.0,114310194240.53,60824517070.95,37312783751.12,15071683700.27,105717266856.23,1519167722.36,51256397680.14,35029107940.22,16227289739.92,245896834674.5,227728250897.42,48939060336.85,40639656619.48,12054276897.98,74033627346.73,52061629696.38,18168583777.08,-38411935751.45,-34062673508.7,0.0,115032443872.51,3445371052.69,5881525640.93
31/10/2024,-157390533676.53,371416511746.45,1137842143.0,126758791048.45,66874911185.05,44580586438.94,15862354643.82,114443769344.57,1758256942.62,56522942929.24,38479344708.32,18043598220.92,274473548442.79,255671040098.54,61627593230.6,40565340691.96,13653784962.69,80957622231.08,58866698982.21,18802508344.25,-10330691831.5,-624181855.51001,0.0,124884740212.67,4000156718.66,6406064387.87
30/11/2024,-172486405169.36,400776445227.2,1137842208.6,139493973125.04,71451445564.96,44663291410.79,16809092487.88,125421140058.96,1799660370.97,61280786008.02,41420879306.1,19859906701.92,305119183707.78,285378755039.16,75451646319.58,39995205153.38,14864444076.87,91763374020.92,63304085468.4099,19740428668.62,-22469280744.77,-4555616029.25,0.0,133120534999.9,4569259384.43,6920923102.85
31/12/2024,-155929972365.41,443413251207.98,1157376416.0,152818973789.54,76803466119.0,50084696306.1,19711586261.24,141726812800.5,1110339515.6,67733238791.8,45456844973.56,22276393818.24,348890901383.75,325679295289.64,87987247678.47,57420121750.89,15969195151.58,96758573419.46,67544157289.24,23211606094.11,-2349966842.78,162503237.729996,366390520.79,141568330580.19,4955165409.84,8309192572.61
31/01/2025,-17291025312.26,32283353169.94,1137842136.4,13476086006.76,9023733881.1,305635045.71,3035064916.4,5251749863.12,53241320.45,5563325814.6,3578027339.77,1985298474.83,24024231490.87,23537161553.51,2760823740.59,912157039.47,1156576418.85,12620652575.9,6086951778.70001,487069937.36,-3769538394.97,-3596198735.23,0.0,15132718004.63,656242248.9,300960576.38
28/02/2025,-40300273972.01,67285734048.33,1137842136.4,26361418759.64,12785971927.95,2861299586.34,5052259030.03,18977519388.54,109423219.43,10541864920.72,6577303480.22,3964561440.5,44596078869.17,43540505825.13,10560474499.62,869720950.66,2604269129.27,19424662331.87,10081378913.71,1055573044.04,-7705625911.23,-7242202983.38,0.0,23667176248.39,1013755042.15,636872039.1
31/03/2025,-47027387906.35,97999288980.82,1137842136.4,39662374682.01,17164652373.29,4392025179.55,6376888658.75,29140232690.03,125273260.79,14835256383.03,9717603691.36,5117652691.67,76763799233.4,74884722795.7,17974205965.85,14538847880.72,3600534798.56,24623186527.12,14147947623.45,1879076437.7,-11765744692.87,-11407954574.27,0.0,32262422968.09,1323681345.85,809102916.97
30/04/2025,-69302842948.85,138688311609.27,1137842143.0,52512591352.44,26232367772.65,13301641378.51,7673656646.2,37174923821.74,655288494.73,19808516868.59,12708583456.67,7099933411.92,103804733316.88,99586852289.29,26623639881.45,13834490779.67,5026334085.77,33250191123.71,20852196418.69,4217881027.59,-16445090975.01,-15289604340.9,0.0,42146623740.38,1599705545.13,1834343187.14
31/05/2025,-93972862585.72,189553810809.26,1137842143.0,65716174386.61,30054255942.89,27827055963.09,9753176751.56,54299730649.75,765574972.36,24964774109.99,15882559977.82,9082214132.17,137752575037.36,127037804968.83,35561462034.0,17630881635.25,6214015788.35,42683076669.36,24948368841.87,10714770068.53,-20500064076.06,-19342329092.38,0.0,56610597779.71,1880121772.93,3293211372.23
30/06/2025,-100399616759.46,228120512879.5,1137842149.9,78740397768.15,35505977417.41,29189146555.99,10807138179.59,71736887806.18,1003123002.28,33958185885.07,22851631858.57,11106554026.5,177899298257.69,163288614393.08,43338014995.12,30354158940.15,7821016818.94,48806710024.44,32968713614.4301,14610683864.61,-20829089863.4,-18457590988.68,0.0,68699208412.16,2259894834.35,4608873610.82
31/07/2025,-142035898768.91,271833209461.91,1137842143.0,91991075830.29,45519703223.36,35671928042.13,13196726830.25,83194119301.46,1121814091.42,41217946300.08,28129111553.33,13088834746.75,193123104857.65,176923808261.12,39520153191.44,28611564539.57,9159009311.0,59074592814.98,40558488404.13,16199296596.53,-27141930111.45,-23231317459.77,0.0,93005681330.18,2537135902.42,5034082246.88
31/08/2025,-157450205559.26,300384423969.62,1137842143.0,104739393123.57,48651410826.72,35795669526.33,14670226213.57,94202945952.55,1186936183.88,47282418107.23,32360166348.95,14922251758.28,216255453347.39,199601150173.8,46890759477.18,27739532627.74,10620172357.49,67424265480.4,46926420230.99,16654303173.59,-31516250642.87,-27477307846.07,0.0,101986074738.22,2925629118.02,5477433813.07
